Retailer_State_Pair,Sample_Count,Optimal_Order_Up_To_Level
"[3, 3, 5, 5, 6]",1040,334.9490
"[3, 3, 5, 5, 7]",232,335.8856
"[3, 3, 5, 5, 8]",21,332.0821
"[3, 3, 5, 5, 9]",2,342.2795
"[3, 3, 5, 6, 6]",606,337.0426
"[3, 3, 5, 6, 7]",267,336.8938
"[3, 3, 5, 6, 8]",21,330.8619
"[3, 3, 5, 7, 7]",19,337.2402
"[3, 3, 5, 7, 8]",7,340.5386
"[3, 3, 5, 7, 9]",1,344.7433
"[3, 3, 5, 8, 8]",1,322.8200
"[3, 3, 6, 6, 6]",105,338.4644
"[3, 3, 6, 6, 7]",78,340.1085
"[3, 3, 6, 6, 8]",9,332.7945
"[3, 3, 6, 7, 7]",18,337.8741
"[3, 3, 6, 7, 8]",3,341.1278
"[3, 3, 7, 7, 8]",1,333.5566
"[3, 4, 4, 4, 4]",424,333.2676
"[3, 4, 4, 4, 5]",1512,334.0989
"[3, 4, 4, 4, 6]",826,334.5962
"[3, 4, 4, 4, 7]",178,338.0658
"[3, 4, 4, 4, 8]",18,336.3462
"[3, 4, 4, 4, 9]",1,333.9513
"[3, 4, 4, 5, 5]",2231,334.2021
"[3, 4, 4, 5, 6]",2320,335.4999
"[3, 4, 4, 5, 7]",558,336.5542
"[3, 4, 4, 5, 8]",59,339.2791
"[3, 4, 4, 6, 6]",587,335.7982
"[3, 4, 4, 6, 7]",271,336.2352
"[3, 4, 4, 6, 8]",28,336.4417
"[3, 4, 4, 6, 9]",1,325.6824
"[3, 4, 4, 7, 7]",30,334.6802
"[3, 4, 4, 7, 8]",10,330.6855
"[3, 4, 4, 8, 8]",3,338.0577
"[3, 4, 5, 5, 5]",1322,335.3141
"[3, 4, 5, 5, 6]",2163,335.3411
"[3, 4, 5, 5, 7]",456,336.1991
"[3, 4, 5, 5, 8]",56,334.8234
"[3, 4, 5, 5, 9]",3,325.0261
"[3, 4, 5, 6, 6]",1157,336.7693
"[3, 4, 5, 6, 7]",486,337.0012
"[3, 4, 5, 6, 8]",62,340.5201
"[3, 4, 5, 6, 9]",1,314.2714
"[3, 4, 5, 7, 7]",58,335.6752
"[3, 4, 5, 7, 8]",15,343.6233
"[3, 4, 5, 7, 9]",1,329.7978
"[3, 4, 6, 6, 6]",202,336.8227
"[3, 4, 6, 6, 7]",131,339.2200
"[3, 4, 6, 6, 8]",13,339.1799
"[3, 4, 6, 7, 7]",33,336.1846
"[3, 4, 6, 7, 8]",7,341.0167
"[3, 4, 6, 8, 8]",1,339.7098
"[3, 4, 7, 7, 7]",7,336.9994
"[3, 5, 5, 5, 5]",308,336.4688
"[3, 5, 5, 5, 6]",658,335.7805
"[3, 5, 5, 5, 7]",158,335.8550
"[3, 5, 5, 5, 8]",15,338.8909
"[3, 5, 5, 6, 6]",536,336.1682
"[3, 5, 5, 6, 7]",256,336.9398
"[3, 5, 5, 6, 8]",32,339.5059
"[3, 5, 5, 7, 7]",30,334.9421
"[3, 5, 5, 7, 8]",5,339.8004
"[3, 5, 6, 6, 6]",194,337.8284
"[3, 5, 6, 6, 7]",117,336.9507
"[3, 5, 6, 6, 8]",18,342.2061
"[3, 5, 6, 6, 9]",1,327.2268
"[3, 5, 6, 7, 7]",36,338.9498
"[3, 5, 6, 7, 8]",7,335.7435
"[3, 5, 6, 7, 9]",1,339.0079
"[3, 5, 7, 7, 7]",2,337.2821
"[3, 5, 7, 7, 8]",1,334.1547
"[3, 6, 6, 6, 6]",23,338.8294
"[3, 6, 6, 6, 7]",20,338.3927
"[3, 6, 6, 6, 8]",1,328.5690
"[3, 6, 6, 7, 7]",5,334.1371
"[3, 6, 6, 7, 8]",1,348.7495
"[3, 6, 7, 7, 8]",1,342.2025
"[4, 4, 4, 4, 4]",102,332.6288
"[4, 4, 4, 4, 5]",394,333.6570
"[4, 4, 4, 4, 6]",232,334.7667
"[4, 4, 4, 4, 7]",46,336.4095
"[4, 4, 4, 4, 8]",6,331.6490
"[4, 4, 4, 5, 5]",732,334.3817
"[4, 4, 4, 5, 6]",812,335.5141
"[4, 4, 4, 5, 7]",157,336.6695
"[4, 4, 4, 5, 8]",19,342.3105
"[4, 4, 4, 5, 9]",1,338.1783
"[4, 4, 4, 6, 6]",204,336.2665
"[4, 4, 4, 6, 7]",114,338.0455
"[4, 4, 4, 6, 8]",9,338.9189
"[4, 4, 4, 7, 7]",7,335.1198
"[4, 4, 4, 7, 8]",2,332.4996
"[4, 4, 5, 5, 5]",613,334.6920
"[4, 4, 5, 5, 6]",1069,335.6871
"[4, 4, 5, 5, 7]",236,335.8108
"[4, 4, 5, 5, 8]",34,334.8167
"[4, 4, 5, 6, 6]",568,337.0273
"[4, 4, 5, 6, 7]",273,336.4284
"[4, 4, 5, 6, 8]",21,335.7602
"[4, 4, 5, 6, 9]",3,329.8906
"[4, 4, 5, 7, 7]",22,337.7371
"[4, 4, 5, 7, 8]",6,326.7668
"[4, 4, 5, 7, 9]",1,326.1057
"[4, 4, 5, 8, 8]",1,341.0866
"[4, 4, 6, 6, 6]",102,337.4976
"[4, 4, 6, 6, 7]",52,334.9418
"[4, 4, 6, 6, 8]",8,341.6415
"[4, 4, 6, 7, 7]",15,341.8350
"[4, 4, 6, 7, 8]",4,342.7661
"[4, 4, 7, 7, 7]",3,339.8778
"[4, 5, 5, 5, 5]",315,335.0921
"[4, 5, 5, 5, 6]",652,335.9375
"[4, 5, 5, 5, 7]",137,336.3662
"[4, 5, 5, 5, 8]",18,338.8555
"[4, 5, 5, 5, 9]",1,321.7139
"[4, 5, 5, 6, 6]",561,336.1761
"[4, 5, 5, 6, 7]",224,338.4410
"[4, 5, 5, 6, 8]",23,338.9184
"[4, 5, 5, 6, 9]",2,323.1660
"[4, 5, 5, 7, 7]",23,336.6796
"[4, 5, 5, 7, 8]",7,336.4336
"[4, 5, 5, 7, 9]",1,328.5746
"[4, 5, 6, 6, 6]",159,338.7049
"[4, 5, 6, 6, 7]",144,337.5415
"[4, 5, 6, 6, 8]",11,342.1387
"[4, 5, 6, 6, 9]",2,335.4317
"[4, 5, 6, 7, 7]",32,339.4764
"[4, 5, 6, 7, 8]",3,339.2873
"[4, 5, 6, 7, 9]",2,334.4966
"[4, 5, 7, 7, 7]",1,336.1757
"[4, 6, 6, 6, 6]",27,336.9961
"[4, 6, 6, 6, 7]",27,338.2927
"[4, 6, 6, 6, 8]",2,331.6271
"[4, 6, 6, 7, 7]",8,345.0355
"[4, 6, 6, 7, 8]",1,331.8117
"[4, 6, 7, 7, 7]",1,321.7425
"[5, 5, 5, 5, 5]",71,333.0340
"[5, 5, 5, 5, 6]",160,333.8531
"[5, 5, 5, 5, 7]",44,335.1476
"[5, 5, 5, 5, 8]",2,334.2854
"[5, 5, 5, 6, 6]",157,336.4704
"[5, 5, 5, 6, 7]",72,338.5150
"[5, 5, 5, 6, 8]",8,338.3284
"[5, 5, 5, 6, 9]",1,334.0213
"[5, 5, 5, 7, 7]",8,340.3390
"[5, 5, 5, 7, 8]",2,331.8936
"[5, 5, 5, 7, 9]",1,331.9677
"[5, 5, 6, 6, 6]",67,333.9672
"[5, 5, 6, 6, 7]",68,337.6803
"[5, 5, 6, 6, 8]",3,337.8388
"[5, 5, 6, 7, 7]",17,337.3292
"[5, 5, 6, 7, 8]",3,344.4272
"[5, 5, 7, 7, 7]",1,337.4976
"[5, 6, 6, 6, 6]",17,341.1693
"[5, 6, 6, 6, 7]",21,336.2389
"[5, 6, 6, 6, 8]",2,343.3941
"[5, 6, 6, 7, 7]",10,341.8786
"[5, 6, 7, 7, 7]",1,339.2951
"[6, 6, 6, 6, 6]",7,341.1130
"[6, 6, 6, 6, 7]",1,328.9643
"[6, 6, 6, 7, 7]",1,333.7208
